SF_ID_ENCR,ES_ECID,ES_HQECID,ES_MatchScore,ES_Tier,ES_WebsiteStatus,ES_InactiveFlag
55E1BEE8FD042BAB1D719C9868A38301,120401549,120401549,1,1,VALID,
5EEF5E8A50D8A0859569DA52249853DF,144866658,144866658,1,1,VALID,
1494C7013D0BEDB235460AEC152C07C8,142437836,142437836,1,2,,
195E63B0B8F92A91AF29BB524029B8C4,112637459,112637459,1,2,VALID,
EBFAD0040244D7A779511D965C31D6B7,198788779,198788779,1,1,VALID,
E67B49803BE032D5FED863A7E4889E23,117113368,117113368,1,1,VALID,
45F323616B449DC866B61DD6B787C945,122581892,122581892,1,1,VALID,
E959A8F003FB3C5DF3B077E159BD42F4,107383361,107383361,1,1,VALID,
2A29AE86595200158277F7EF2C6CBFBC,113786822,113786822,1,2,VALID,
A78C3354C11F362545C9CA5FD4C87BD7,122622410,122622410,1,1,VALID,
4361B51DB092EC9C9AF28B09BF496BAE,110731022,110731022,1,1,VALID,
8597BA32242647A284EE678230D528F4,128573344,128573344,1,2,VALID,
7FF7E1AC3BC3728B7FC8BE61024A9EC8,156124875,156124875,1,2,VALID,
6908A9CB11A1F35A785EF47CC59CBBE8,152919660,152919660,1,1,VALID,
C68FAFCF0B6C44147D1997FE53E0EB3F,133942081,133942081,1,2,VALID,
083CBCDD3280729AA0794ABE89A6F53F,182125795,182125795,1,1,VALID,
4BA979673F891E568B5DC0EF1B856526,138972322,138972322,1,3,VALID,
8FEFA8D9E22BA5BE22F5330A1C7BAF89,,,,,,
A928044DCAA806122F56DA2058AEDD7F,145460320,145460320,1,1,VALID,
7DB44F6CF1127132CBBC82B20B272296,135627356,135627356,1,2,,
08D96B507932A11F15E3786206C23E3A,116995559,116995559,1,2,VALID,
E87C2949BD4232066C8E0195CB9A7533,163725476,163725476,1,2,,
10960D728EF3C0A8171CB81A5E31C843,159264595,159264595,1,3,VALID,
3BEB192D5B712CF137755F561295180A,108914127,108914127,1,3,VALID,
431C17B5F0236485C8F7812A0AE6970A,200318202,200318202,1,1,VALID,
2975C787D65FACCD002AC33B5AEC4F03,138615645,138615645,1,2,VALID,
84E44BB8DE5C022A3FC70AE46E905976,148383245,148383245,1,2,,
189CA7AFCC051F872EE37309CCD75F12,170616599,170616599,1,3,VALID,
1BBEDBEE8281F91D0318D9AC57EDBBD3,144671035,144671035,1,2,,
94209BE16AF6A5A53D603CEF808948D4,105657306,105657306,1,1,VALID,
8CBB21102DD13C1D9245DC29B5819A25,162474970,162474970,1,2,,
1063CC5D9E3AD11006B8E4826BE1F2F1,108351995,108351995,1,1,VALID,
D7A2673EDB27FB290EE0DA7C4D053D0C,127099206,127099206,1,2,REDIRECT,
6C4402A960BC279C1825ED5468AE2293,,,,,,
30E06B8DB3BB5BE430BE19311440DCA7,105369664,105369664,1,2,VALID,
4C011DBE3D07475995DCFA0E4D195673,133072816,133072816,1,1,VALID,
6FF840832FC0817EFCF90743D35CFEA0,159278221,159278221,1,1,VALID,
781CDC0DE2B3A0ACB20C7507CCB04C75,128695128,128695128,1,1,VALID,
FBF037C96F159A5B49A2A36D1B86D57B,112397521,112397521,1,2,,
A60D3793D237752A3A221A6F5CFB59C6,113430348,113430348,1,1,VALID,
23879CF419333280981F21FEA05A36A8,129001922,129001922,1,1,VALID,
D5C00DD6B841DAD655D192ABD9E94919,146265644,146265644,1,1,VALID,
363C1B02337E66D5178A4ED056C8A76A,152925892,152925892,1,1,VALID,
4524A509EBEB8386FE831CCC5BAA6B56,,,,,,
FBC280ADF770595711FD8BD933397DDC,,,,,,
79BC2A277ECB77E983A1E0B5AE7D6F1E,122856610,122856610,1,1,VALID,
E720E653B9F6565BE3051C3CF86652C0,163765232,163765232,1,3,INVALID,1
